universe,model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,relevance_variant,unit,threshold,n_samples,n_periods,test_samples,n_features,llm_nonzero_rows,annotations,positive_rate_test
HOSE100_quality,Random_Forest,Config_A,0.7573529411764706,0.5755627009646302,0.5755627009646302,0.7028392655402302,0.7718552268391498,0.7028392655402302,direct,month,0.02,5689,58,1088,16,889,1132,0.2858455882352941
HOSE100_quality,XGBoost,Config_A,0.7012867647058824,0.48157894736842105,0.5884244372990354,0.6554059651020577,0.7291379574337773,0.667442591879891,direct,month,0.02,5689,58,1088,16,889,1132,0.2858455882352941
HOSE100_quality,LightGBM,Config_A,0.7215073529411765,0.5111111111111111,0.5916398713826366,0.673553133865753,0.7673796902092722,0.6825638224352051,direct,month,0.02,5689,58,1088,16,889,1132,0.2858455882352941
HOSE100_quality,Logistic_Regression,Config_LLM,0.5845588235294118,0.30140845070422534,0.3440514469453376,0.5109917864884752,0.5106167260508097,0.5124375638845092,direct,month,0.02,5689,58,1088,36,889,1132,0.2858455882352941
HOSE100_quality,Random_Forest,Config_LLM,0.6240808823529411,0.3055555555555556,0.24758842443729903,0.5099849248831926,0.4999710321253729,0.5111815996060369,direct,month,0.02,5689,58,1088,36,889,1132,0.2858455882352941
HOSE100_quality,XGBoost,Config_LLM,0.6204044117647058,0.29435483870967744,0.2347266881028939,0.5028847121870378,0.48602920789415965,0.5047507314388343,direct,month,0.02,5689,58,1088,36,889,1132,0.2858455882352941
HOSE100_quality,LightGBM,Config_LLM,0.6038602941176471,0.29591836734693877,0.2797427652733119,0.506627878226744,0.4961369270050941,0.5066667494320227,direct,month,0.02,5689,58,1088,36,889,1132,0.2858455882352941
HOSE100_quality,Logistic_Regression,Config_Hybrid,0.6461397058823529,0.4202586206896552,0.6270096463022508,0.614211047408533,0.682201724002367,0.6404031500494523,direct,month,0.02,5689,58,1088,52,889,1132,0.2858455882352941
HOSE100_quality,Random_Forest,Config_Hybrid,0.7573529411764706,0.5760517799352751,0.572347266881029,0.7022638693092296,0.7798607059057221,0.7018750491419302,direct,month,0.02,5689,58,1088,52,889,1132,0.2858455882352941
HOSE100_quality,XGBoost,Config_Hybrid,0.7095588235294118,0.4934725848563969,0.6077170418006431,0.6657216083880728,0.7427776881153085,0.6790193960611968,direct,month,0.02,5689,58,1088,52,889,1132,0.2858455882352941
HOSE100_quality,LightGBM,Config_Hybrid,0.7224264705882353,0.512,0.617363344051447,0.6785411000450037,0.763862162575989,0.6909210542651057,direct,month,0.02,5689,58,1088,52,889,1132,0.2858455882352941
HOSE100_quality,Logistic_Regression,Config_A,0.5819672131147541,0.3851851851851852,0.7323943661971831,0.5715761206362322,0.6543596841162581,0.6263127900350077,direct,2month,0.02,2888,29,488,16,767,1132,0.29098360655737704
HOSE100_quality,Random_Forest,Config_A,0.75,0.5735294117647058,0.5492957746478874,0.6931829894250788,0.7485243832939835,0.6908328584222097,direct,2month,0.02,2888,29,488,16,767,1132,0.29098360655737704
HOSE100_quality,XGBoost,Config_A,0.7028688524590164,0.49056603773584906,0.5492957746478874,0.6517288052171772,0.7118374989823333,0.6575958642025563,direct,2month,0.02,2888,29,488,16,767,1132,0.29098360655737704
HOSE100_quality,LightGBM,Config_A,0.7254098360655737,0.5256410256410257,0.5774647887323944,0.6763477262378492,0.7262069526988519,0.6817959781812262,direct,2month,0.02,2888,29,488,16,767,1132,0.29098360655737704
HOSE100_quality,Logistic_Regression,Config_LLM,0.3975409836065574,0.2682926829268293,0.6197183098591549,0.39672020856109663,0.4848469429292518,0.46303834568102253,direct,2month,0.02,2888,29,488,36,767,1132,0.29098360655737704
HOSE100_quality,Random_Forest,Config_LLM,0.42213114754098363,0.2770700636942675,0.6126760563380281,0.4196356275303644,0.48464340959049096,0.4783033460880892,direct,2month,0.02,2888,29,488,36,767,1132,0.29098360655737704
HOSE100_quality,XGBoost,Config_LLM,0.41188524590163933,0.26537216828478966,0.5774647887323944,0.40848484848484845,0.46403565904095084,0.46069771228527234,direct,2month,0.02,2888,29,488,36,767,1132,0.29098360655737704
HOSE100_quality,LightGBM,Config_LLM,0.39344262295081966,0.2608695652173913,0.5915492957746479,0.39197198275862066,0.45165065537735083,0.4518440120491737,direct,2month,0.02,2888,29,488,36,767,1132,0.29098360655737704
HOSE100_quality,Logistic_Regression,Config_Hybrid,0.5799180327868853,0.3828996282527881,0.7253521126760564,0.569192343302543,0.6546446307905234,0.6227916632744444,direct,2month,0.02,2888,29,488,52,767,1132,0.29098360655737704
HOSE100_quality,Random_Forest,Config_Hybrid,0.7397540983606558,0.5572519083969466,0.5140845070422535,0.6770720981247297,0.755037450134332,0.6732272246193927,direct,2month,0.02,2888,29,488,52,767,1132,0.29098360655737704
HOSE100_quality,XGBoost,Config_Hybrid,0.7131147540983607,0.5063291139240507,0.5633802816901409,0.6631163708086785,0.7262883660343564,0.6689733778392901,direct,2month,0.02,2888,29,488,52,767,1132,0.29098360655737704
HOSE100_quality,LightGBM,Config_Hybrid,0.7213114754098361,0.5185185185185185,0.5915492957746479,0.675125313283208,0.7444638931857039,0.6830578848815436,direct,2month,0.02,2888,29,488,52,767,1132,0.29098360655737704
HOSE100_quality,Logistic_Regression,Config_A,0.6262886597938144,0.39490445859872614,0.5535714285714286,0.5874852437620525,0.6144539337474121,0.604684265010352,direct,quarter,0.02,1889,20,388,16,673,1132,0.28865979381443296
HOSE100_quality,Random_Forest,Config_A,0.7036082474226805,0.49032258064516127,0.6785714285714286,0.6716775935777723,0.7682776915113871,0.6961697722567288,direct,quarter,0.02,1889,20,388,16,673,1132,0.28865979381443296
HOSE100_quality,XGBoost,Config_A,0.7061855670103093,0.4934210526315789,0.6696428571428571,0.6727627840909092,0.7625517598343684,0.6953286749482401,direct,quarter,0.02,1889,20,388,16,673,1132,0.28865979381443296
HOSE100_quality,LightGBM,Config_A,0.7216494845360825,0.5140845070422535,0.6517857142857143,0.6839532989410806,0.7616136128364389,0.7008928571428572,direct,quarter,0.02,1889,20,388,16,673,1132,0.28865979381443296
HOSE100_quality,Logistic_Regression,Config_LLM,0.45103092783505155,0.273542600896861,0.5446428571428571,0.4405929535993502,0.4875938146997929,0.4788431677018633,direct,quarter,0.02,1889,20,388,36,673,1132,0.28865979381443296
HOSE100_quality,Random_Forest,Config_LLM,0.5747422680412371,0.2523364485981308,0.24107142857142858,0.4751727699761442,0.4518310041407868,0.47560817805383027,direct,quarter,0.02,1889,20,388,36,673,1132,0.28865979381443296
HOSE100_quality,XGBoost,Config_LLM,0.4329896907216495,0.2692307692307692,0.5625,0.4262669713671192,0.48028273809523814,0.47146739130434784,direct,quarter,0.02,1889,20,388,36,673,1132,0.28865979381443296
HOSE100_quality,LightGBM,Config_LLM,0.5773195876288659,0.2636363636363636,0.25892857142857145,0.48261619019741764,0.4584789078674949,0.4827251552795031,direct,quarter,0.02,1889,20,388,36,673,1132,0.28865979381443296
HOSE100_quality,Logistic_Regression,Config_Hybrid,0.6391752577319587,0.4090909090909091,0.5625,0.5995872033023736,0.616491977225673,0.6163949275362319,direct,quarter,0.02,1889,20,388,52,673,1132,0.28865979381443296
HOSE100_quality,Random_Forest,Config_Hybrid,0.7139175257731959,0.503448275862069,0.6517857142857143,0.6771102764220328,0.7587182971014493,0.6954580745341614,direct,quarter,0.02,1889,20,388,52,673,1132,0.28865979381443296
HOSE100_quality,XGBoost,Config_Hybrid,0.7010309278350515,0.4859154929577465,0.6160714285714286,0.6605424321959755,0.7545289855072463,0.6757893374741202,direct,quarter,0.02,1889,20,388,52,673,1132,0.28865979381443296
HOSE100_quality,LightGBM,Config_Hybrid,0.7164948453608248,0.5070422535211268,0.6428571428571429,0.6781005822548043,0.7640398550724639,0.694616977225673,direct,quarter,0.02,1889,20,388,52,673,1132,0.28865979381443296
HOSE100_quality,Logistic_Regression,Config_A,0.6853518821603928,0.42332506203473946,0.694060211554109,0.6452188712611271,0.7509688317158156,0.6882435520738569,direct_indirect,1week,0.02,24489,247,4888,16,1058,1155,0.25143207855973815
HOSE100_quality,Random_Forest,Config_A,0.7917348608837971,0.654014598540146,0.3645240032546786,0.6693229898082572,0.7746644307614716,0.6498761038410589,direct_indirect,1week,0.02,24489,247,4888,16,1058,1155,0.25143207855973815
HOSE100_quality,XGBoost,Config_A,0.7207446808510638,0.4563543003851091,0.5785191212367778,0.6574595693278427,0.7533077706007524,0.6735175546058172,direct_indirect,1week,0.02,24489,247,4888,16,1058,1155,0.25143207855973815
HOSE100_quality,LightGBM,Config_A,0.7217675941080196,0.4641095890410959,0.6891781936533767,0.6761808229416861,0.7846419464383441,0.7109460249491262,direct_indirect,1week,0.02,24489,247,4888,16,1058,1155,0.25143207855973815
HOSE100_quality,Logistic_Regression,Config_LLM,0.28846153846153844,0.2510515829090104,0.9227013832384052,0.26584103387489755,0.5025756569342822,0.49906591435765574,direct_indirect,1week,0.02,24489,247,4888,36,1058,1155,0.25143207855973815
HOSE100_quality,Random_Forest,Config_LLM,0.28580196399345337,0.2502208480565371,0.9218877135882831,0.26249187300050314,0.4983234046660029,0.49701928723961847,direct_indirect,1week,0.02,24489,247,4888,36,1058,1155,0.25143207855973815
HOSE100_quality,XGBoost,Config_LLM,0.2896890343698854,0.2520451028078709,0.9275834011391375,0.2667804024255026,0.5065380435592343,0.5015069233080219,direct_indirect,1week,0.02,24489,247,4888,36,1058,1155,0.25143207855973815
HOSE100_quality,LightGBM,Config_LLM,0.28518821603927985,0.25169918877439157,0.934092758340114,0.2599888903043207,0.5049349431198439,0.5006621211760696,direct_indirect,1week,0.02,24489,247,4888,36,1058,1155,0.25143207855973815
HOSE100_quality,Logistic_Regression,Config_Hybrid,0.685556464811784,0.42353525322740815,0.694060211554109,0.6453945077055839,0.7510615620366959,0.6883802014316049,direct_indirect,1week,0.02,24489,247,4888,52,1058,1155,0.25143207855973815
HOSE100_quality,Random_Forest,Config_Hybrid,0.7919394435351882,0.6630769230769231,0.3506916192026037,0.6649857872745984,0.7762137164822697,0.6454196002544859,direct_indirect,1week,0.02,24489,247,4888,52,1058,1155,0.25143207855973815
HOSE100_quality,XGBoost,Config_Hybrid,0.7195171849427169,0.455625,0.5931651749389748,0.6590125417091472,0.7570276574297334,0.6775609968709633,direct_indirect,1week,0.02,24489,247,4888,52,1058,1155,0.25143207855973815
HOSE100_quality,LightGBM,Config_Hybrid,0.7301554828150573,0.47460496613995484,0.6842961757526445,0.6828967465949234,0.7848890049191545,0.7149275358129169,direct_indirect,1week,0.02,24489,247,4888,52,1058,1155,0.25143207855973815
HOSE100_quality,Logistic_Regression,Config_A,0.6716666666666666,0.44370860927152317,0.7010463378176383,0.6435547721668146,0.736615088092888,0.6806791481115921,direct_indirect,2week,0.02,12304,124,2400,16,1003,1155,0.27875
HOSE100_quality,Random_Forest,Config_A,0.7691666666666667,0.6032315978456014,0.5022421524663677,0.696557793233896,0.790371481444062,0.687285143246471,direct_indirect,2week,0.02,12304,124,2400,16,1003,1155,0.27875
HOSE100_quality,XGBoost,Config_A,0.7216666666666667,0.500587544065805,0.6367713004484304,0.6784338896020539,0.7671330585584768,0.6956242406343828,direct_indirect,2week,0.02,12304,124,2400,16,1003,1155,0.27875
HOSE100_quality,LightGBM,Config_A,0.72125,0.5,0.70254110612855,0.6872808253635974,0.7873119989913985,0.7155108765766955,direct_indirect,2week,0.02,12304,124,2400,16,1003,1155,0.27875
HOSE100_quality,Logistic_Regression,Config_LLM,0.6591666666666667,0.31695331695331697,0.19282511210762332,0.5100603340534022,0.5074483674556729,0.516112151663286,direct_indirect,2week,0.02,12304,124,2400,36,1003,1155,0.27875
HOSE100_quality,Random_Forest,Config_LLM,0.6808333333333333,0.31835205992509363,0.12705530642750373,0.49169188299623084,0.4951935988338908,0.510956884871753,direct_indirect,2week,0.02,12304,124,2400,36,1003,1155,0.27875
HOSE100_quality,XGBoost,Config_LLM,0.68125,0.3153846153846154,0.12257100149476831,0.4894552771443087,0.49345617893697885,0.5098701339074073,direct_indirect,2week,0.02,12304,124,2400,36,1003,1155,0.27875
HOSE100_quality,LightGBM,Config_LLM,0.6808333333333333,0.3298245614035088,0.14050822122571002,0.49894851139957547,0.5037710301639237,0.5150836888913067,direct_indirect,2week,0.02,12304,124,2400,36,1003,1155,0.27875
HOSE100_quality,Logistic_Regression,Config_Hybrid,0.67125,0.44328922495274103,0.7010463378176383,0.6431930155070471,0.7367109397870021,0.6803902977360866,direct_indirect,2week,0.02,12304,124,2400,52,1003,1155,0.27875
HOSE100_quality,Random_Forest,Config_Hybrid,0.7754166666666666,0.6164874551971327,0.5142002989536621,0.7049317860043781,0.7987895917149596,0.6952861691186566,direct_indirect,2week,0.02,12304,124,2400,52,1003,1155,0.27875
HOSE100_quality,XGBoost,Config_Hybrid,0.7233333333333334,0.5028702640642939,0.6547085201793722,0.6825750936180384,0.7685846504305986,0.7022820474958098,direct_indirect,2week,0.02,12304,124,2400,52,1003,1155,0.27875
HOSE100_quality,LightGBM,Config_Hybrid,0.7258333333333333,0.5059588299024919,0.6980568011958147,0.6907855988170277,0.787856022120153,0.7173126293674048,direct_indirect,2week,0.02,12304,124,2400,52,1003,1155,0.27875
HOSE100_quality,Logistic_Regression,Config_A,0.7362132352941176,0.5297029702970297,0.6881028938906752,0.7010803023123351,0.7837920603193915,0.7217863246802154,direct_indirect,month,0.02,5689,58,1088,16,901,1155,0.2858455882352941
HOSE100_quality,Random_Forest,Config_A,0.7573529411764706,0.5755627009646302,0.5755627009646302,0.7028392655402302,0.7718552268391498,0.7028392655402302,direct_indirect,month,0.02,5689,58,1088,16,901,1155,0.2858455882352941
HOSE100_quality,XGBoost,Config_A,0.7012867647058824,0.48157894736842105,0.5884244372990354,0.6554059651020577,0.7291379574337773,0.667442591879891,direct_indirect,month,0.02,5689,58,1088,16,901,1155,0.2858455882352941
HOSE100_quality,LightGBM,Config_A,0.7215073529411765,0.5111111111111111,0.5916398713826366,0.673553133865753,0.7673796902092722,0.6825638224352051,direct_indirect,month,0.02,5689,58,1088,16,901,1155,0.2858455882352941
HOSE100_quality,Logistic_Regression,Config_LLM,0.5836397058823529,0.30277777777777776,0.3504823151125402,0.5119457743933535,0.5094062827181798,0.5137224960376086,direct_indirect,month,0.02,5689,58,1088,36,901,1155,0.2858455882352941
HOSE100_quality,Random_Forest,Config_LLM,0.6204044117647058,0.29435483870967744,0.2347266881028939,0.5028847121870378,0.49243731558844095,0.5047507314388343,direct_indirect,month,0.02,5689,58,1088,36,901,1155,0.2858455882352941
